Indicator,Measure,Year,Geography,Rate,95% Confidence Interval,Cases,Population,Significant Compared to Ontario,Suppression Flag
Incidence of lung cancer,Age-standardized rate (males),2014,Haldimand-Norfolk Health Unit,85.4,(63.2-107.6),58.0,55335.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,"Haliburton, Kawartha, Pine Ridge District Health Unit",100.5,(82.0-119.0),117.0,87153.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,"Haliburton, Kawartha, Pine Ridge District Health Unit",96.1,(78.3-113.9),115.0,87349.0,No,
Incidence of lung cancer,Age-standardized rate (males),2012,"Haliburton, Kawartha, Pine Ridge District Health Unit",106.8,(88.0-125.6),129.0,88052.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2013,"Haliburton, Kawartha, Pine Ridge District Health Unit",81.4,(65.9-97.0),108.0,88381.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,"Haliburton, Kawartha, Pine Ridge District Health Unit",80.9,(65.3-96.5),108.0,88604.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,Halton Region Public Health,65.5,(54.0-77.1),128.0,248319.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2011,Halton Region Public Health,66.1,(54.6-77.5),133.0,253220.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2012,Halton Region Public Health,65.2,(54.2-76.1),139.0,258776.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2013,Halton Region Public Health,58.3,(48.4-68.2),133.0,264357.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2014,Halton Region Public Health,60.8,(50.7-70.9),141.0,269126.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2010,City of Hamilton Public Health Services,86.4,(74.7-98.1),210.0,261379.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,City of Hamilton Public Health Services,100.3,(87.7-112.8),248.0,263365.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2012,City of Hamilton Public Health Services,94.4,(82.4-106.3),241.0,266209.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,City of Hamilton Public Health Services,86.8,(75.6-98.0),230.0,268991.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,City of Hamilton Public Health Services,80.3,(69.6-91.0),217.0,271638.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,Hastings Prince Edward Public Health,94.8,(74.6-115.0),88.0,80652.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,Hastings Prince Edward Public Health,82.5,(64.2-100.8),80.0,80648.0,No,
Incidence of lung cancer,Age-standardized rate (males),2012,Hastings Prince Edward Public Health,91.6,(72.5-110.7),91.0,80463.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Hastings Prince Edward Public Health,126.2,(103.6-148.7),124.0,80399.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2014,Hastings Prince Edward Public Health,99.8,(80.5-119.1),105.0,80261.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2010,Huron Perth Public Health,95.5,(63.2-127.7),34.0,30175.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,Huron Perth Public Health,107.3,(73.9-140.6),40.0,30010.0,No,
Incidence of lung cancer,Age-standardized rate (males),2012,Huron Perth Public Health,85.7,(55.2-116.1),31.0,29611.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Huron Perth Public Health,92.9,(62.7-123.0),37.0,29553.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,Huron Perth Public Health,95.5,(63.7-127.4),36.0,29441.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,Chatham-Kent Public Health,120.1,(90.3-150.0),65.0,52681.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2011,Chatham-Kent Public Health,113.4,(85.4-141.4),64.0,52264.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2012,Chatham-Kent Public Health,88.2,(63.8-112.7),51.0,51974.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Chatham-Kent Public Health,84.7,(60.8-108.6),49.0,51808.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,Chatham-Kent Public Health,76.5,(54.2-98.7),46.0,51775.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,"Kingston, Frontenac and Lennox & Addington Public Health",89.8,(71.3-108.3),91.0,96784.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,"Kingston, Frontenac and Lennox & Addington Public Health",107.2,(86.4-127.9),105.0,97526.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2012,"Kingston, Frontenac and Lennox & Addington Public Health",99.6,(80.2-119.0),103.0,98272.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,"Kingston, Frontenac and Lennox & Addington Public Health",81.5,(64.3-98.8),87.0,98758.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,"Kingston, Frontenac and Lennox & Addington Public Health",88.5,(70.8-106.2),97.0,99301.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,Lambton Public Health,123.3,(97.0-149.6),87.0,64716.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2011,Lambton Public Health,103.5,(80.0-127.0),76.0,64426.0,No,
Incidence of lung cancer,Age-standardized rate (males),2012,Lambton Public Health,73.1,(53.8-92.4),56.0,64330.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Lambton Public Health,82.9,(62.1-103.6),63.0,64173.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,Lambton Public Health,85.2,(64.8-105.5),68.0,63987.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,"Leeds, Grenville & Lanark District Health Unit",100.0,(80.0-120.0),97.0,83014.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,"Leeds, Grenville & Lanark District Health Unit",111.2,(89.8-132.6),107.0,83015.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2012,"Leeds, Grenville & Lanark District Health Unit",100.6,(81.1-120.1),104.0,83099.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,"Leeds, Grenville & Lanark District Health Unit",99.0,(79.4-118.6),101.0,83067.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2014,"Leeds, Grenville & Lanark District Health Unit",98.5,(79.5-117.4),107.0,83040.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2010,Middlesex-London Health Unit,83.1,(70.0-96.2),158.0,219753.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,Middlesex-London Health Unit,82.8,(70.0-95.5),164.0,221159.0,No,
Incidence of lung cancer,Age-standardized rate (males),2012,Middlesex-London Health Unit,81.7,(69.3-94.1),168.0,223521.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Middlesex-London Health Unit,80.4,(68.2-92.5),170.0,225465.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,Middlesex-London Health Unit,75.2,(63.5-86.9),161.0,227181.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,Niagara Region Public Health,92.8,(80.3-105.2),218.0,215561.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,Niagara Region Public Health,95.7,(83.3-108.1),231.0,215838.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2012,Niagara Region Public Health,88.4,(76.7-100.1),221.0,216698.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Niagara Region Public Health,83.5,(72.3-94.7),216.0,217254.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,Niagara Region Public Health,81.4,(70.5-92.3),217.0,218137.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,North Bay Parry Sound District Health Unit,79.1,(59.2-99.1),61.0,63398.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,North Bay Parry Sound District Health Unit,89.7,(68.1-111.3),68.0,63456.0,No,
Incidence of lung cancer,Age-standardized rate (males),2012,North Bay Parry Sound District Health Unit,125.2,(99.2-151.1),94.0,63486.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2013,North Bay Parry Sound District Health Unit,109.7,(85.9-133.6),85.0,63439.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2014,North Bay Parry Sound District Health Unit,83.2,(63.4-103.1),69.0,63387.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,Northwestern Health Unit,68.0,(41.2-94.9),25.0,40878.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,Northwestern Health Unit,89.2,(57.8-120.7),32.0,40997.0,No,
Incidence of lung cancer,Age-standardized rate (males),2012,Northwestern Health Unit,71.1,(43.4-98.8),26.0,40933.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Northwestern Health Unit,89.8,(59.8-119.8),35.0,40929.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,Northwestern Health Unit,67.4,(41.8-92.9),27.0,40906.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,Ottawa Public Health,80.8,(71.4-90.2),289.0,439349.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,Ottawa Public Health,80.0,(70.7-89.2),291.0,445975.0,No,
Incidence of lung cancer,Age-standardized rate (males),2012,Ottawa Public Health,78.9,(69.8-88.0),296.0,452129.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Ottawa Public Health,74.1,(65.6-82.7),295.0,457643.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,Ottawa Public Health,81.3,(72.4-90.2),328.0,462937.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,Peel Public Health,68.1,(59.7-76.4),288.0,653034.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2011,Peel Public Health,61.6,(54.0-69.1),279.0,663620.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2012,Peel Public Health,63.2,(55.7-70.6),300.0,675798.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2013,Peel Public Health,57.0,(50.1-63.8),281.0,688268.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2014,Peel Public Health,51.1,(44.7-57.4),267.0,700107.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2010,Huron Perth Public Health,69.4,(42.1-96.8),25.0,38058.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,Huron Perth Public Health,55.2,(31.6-78.8),21.0,38065.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2012,Huron Perth Public Health,73.0,(45.9-100.2),28.0,38320.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Huron Perth Public Health,73.4,(46.7-100.2),29.0,38494.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,Huron Perth Public Health,66.1,(41.1-91.0),27.0,38623.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,Peterborough Public Health,96.0,(74.1-117.9),75.0,67068.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,Peterborough Public Health,80.7,(60.9-100.4),65.0,67164.0,No,
Incidence of lung cancer,Age-standardized rate (males),2012,Peterborough Public Health,111.4,(88.6-134.1),93.0,67267.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2013,Peterborough Public Health,102.1,(80.4-123.8),86.0,67552.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2014,Peterborough Public Health,84.0,(64.5-103.5),73.0,67780.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,Porcupine Health Unit,114.1,(80.7-147.5),47.0,44134.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,Porcupine Health Unit,118.0,(81.7-154.3),46.0,44047.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2012,Porcupine Health Unit,71.6,(46.0-97.1),31.0,43824.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Porcupine Health Unit,119.7,(87.1-152.3),53.0,43724.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2014,Porcupine Health Unit,104.9,(74.6-135.3),47.0,43402.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,Renfrew County and District Health Unit,88.6,(63.8-113.3),50.0,52629.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,Renfrew County and District Health Unit,94.6,(69.2-120.0),54.0,53010.0,No,
Incidence of lung cancer,Age-standardized rate (males),2012,Renfrew County and District Health Unit,89.5,(65.5-113.4),54.0,53235.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Renfrew County and District Health Unit,119.4,(91.8-147.0),73.0,53340.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2014,Renfrew County and District Health Unit,93.1,(68.9-117.2),58.0,53518.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,Eastern Ontario Health Unit,118.3,(97.0-139.6),122.0,100098.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2011,Eastern Ontario Health Unit,102.9,(83.4-122.4),110.0,100727.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2012,Eastern Ontario Health Unit,98.2,(79.5-116.8),108.0,101156.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Eastern Ontario Health Unit,90.6,(72.9-108.2),103.0,101169.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,Eastern Ontario Health Unit,109.0,(89.9-128.0),129.0,101253.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2010,Simcoe Muskoka District Health Unit,81.4,(70.1-92.8),203.0,255234.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,Simcoe Muskoka District Health Unit,86.2,(74.9-97.5),228.0,257520.0,No,
Incidence of lung cancer,Age-standardized rate (males),2012,Simcoe Muskoka District Health Unit,88.2,(76.8-99.6),236.0,261386.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Simcoe Muskoka District Health Unit,84.2,(73.4-95.0),238.0,265069.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,Simcoe Muskoka District Health Unit,87.1,(76.3-97.9),254.0,268701.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2010,Public Health Sudbury & Districts,115.5,(93.9-137.1),114.0,99049.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2011,Public Health Sudbury & Districts,89.3,(70.6-108.0),90.0,98842.0,No,
Incidence of lung cancer,Age-standardized rate (males),2012,Public Health Sudbury & Districts,97.4,(77.9-116.8),101.0,99133.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Public Health Sudbury & Districts,106.1,(86.2-125.9),113.0,99292.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2014,Public Health Sudbury & Districts,98.8,(80.1-117.5),110.0,99101.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2010,Thunder Bay District Health Unit,108.5,(84.3-132.6),81.0,77170.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2011,Thunder Bay District Health Unit,91.9,(70.2-113.6),71.0,77118.0,No,
Incidence of lung cancer,Age-standardized rate (males),2012,Thunder Bay District Health Unit,96.3,(74.8-117.9),78.0,77156.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Thunder Bay District Health Unit,96.8,(75.4-118.2),80.0,77132.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,Thunder Bay District Health Unit,83.6,(64.1-103.0),72.0,76954.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,Timiskaming Health Unit,104.0,(59.8-148.2),22.0,17438.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,Timiskaming Health Unit,125.8,(77.9-173.7),27.0,17439.0,No,
Incidence of lung cancer,Age-standardized rate (males),2012,Timiskaming Health Unit,139.3,(83.2-195.4),27.0,17376.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2013,Timiskaming Health Unit,79.3,(42.4-116.2),18.0,17287.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,Timiskaming Health Unit,101.7,(60.8-142.7),24.0,17114.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,Region of Waterloo Public Health and Emergency Services,68.4,(56.8-79.9),136.0,257083.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2011,Region of Waterloo Public Health and Emergency Services,77.3,(65.1-89.6),157.0,260040.0,No,
Incidence of lung cancer,Age-standardized rate (males),2012,Region of Waterloo Public Health and Emergency Services,85.7,(73.0-98.5),178.0,262896.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Region of Waterloo Public Health and Emergency Services,74.5,(63.1-85.9),165.0,264895.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,Region of Waterloo Public Health and Emergency Services,70.0,(58.9-81.0),157.0,266932.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,Wellington-Dufferin-Guelph Public Health,75.1,(58.7-91.5),83.0,134380.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,Wellington-Dufferin-Guelph Public Health,69.5,(54.0-85.0),80.0,135142.0,No,
Incidence of lung cancer,Age-standardized rate (males),2012,Wellington-Dufferin-Guelph Public Health,78.7,(62.6-94.7),95.0,136694.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Wellington-Dufferin-Guelph Public Health,86.6,(69.9-103.3),106.0,137928.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,Wellington-Dufferin-Guelph Public Health,72.3,(57.6-87.0),94.0,139582.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,Windsor-Essex County Health Unit,104.5,(89.4-119.6),188.0,198091.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2011,Windsor-Essex County Health Unit,87.7,(74.2-101.2),163.0,198058.0,No,
Incidence of lung cancer,Age-standardized rate (males),2012,Windsor-Essex County Health Unit,88.7,(75.2-102.1),170.0,198951.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Windsor-Essex County Health Unit,72.7,(60.8-84.6),144.0,199212.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,Windsor-Essex County Health Unit,89.1,(75.9-102.3),178.0,199765.0,Higher,
Incidence of lung cancer,Age-standardized rate (males),2010,York Region Public Health,62.5,(54.3-70.6),240.0,514331.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2011,York Region Public Health,53.2,(45.9-60.5),216.0,524907.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2012,York Region Public Health,66.1,(58.0-74.1),275.0,535605.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2013,York Region Public Health,57.6,(50.4-64.8),256.0,544351.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2014,York Region Public Health,54.6,(47.8-61.4),260.0,552923.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2010,Toronto Public Health,74.3,(69.2-79.4),829.0,1296008.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2011,Toronto Public Health,70.8,(65.9-75.7),803.0,1309395.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2012,Toronto Public Health,73.3,(68.3-78.2),855.0,1329961.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2013,Toronto Public Health,62.8,(58.3-67.3),758.0,1347940.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2014,Toronto Public Health,67.2,(62.6-71.8),834.0,1362704.0,Lower,
Incidence of lung cancer,Age-standardized rate (males),2010,Southwestern Public Health,83.1,(64.6-101.6),79.0,97907.0,No,
Incidence of lung cancer,Age-standardized rate (males),2011,Southwestern Public Health,73.7,(56.7-90.8),72.0,98407.0,No,
Incidence of lung cancer,Age-standardized rate (males),2012,Southwestern Public Health,84.7,(66.6-102.9),85.0,99243.0,No,
Incidence of lung cancer,Age-standardized rate (males),2013,Southwestern Public Health,75.9,(59.1-92.7),79.0,99513.0,No,
Incidence of lung cancer,Age-standardized rate (males),2014,Southwestern Public Health,85.6,(67.8-103.4),90.0,100004.0,No,
Incidence of lung cancer,Age-standardized rate (males),2010,Ontario,84.0,(81.6-86.4),4790.0,6452783.0,,
Incidence of lung cancer,Age-standardized rate (males),2011,Ontario,80.7,(78.4-83.0),4728.0,6513580.0,,
Incidence of lung cancer,Age-standardized rate (males),2012,Ontario,83.0,(80.7-85.4),5044.0,6591394.0,,
Incidence of lung cancer,Age-standardized rate (males),2013,Ontario,76.8,(74.6-79.0),4853.0,6660093.0,,
Incidence of lung cancer,Age-standardized rate (males),2014,Ontario,75.6,(73.4-77.7),4918.0,6723083.0,,
Incidence of lung cancer,Age-standardized rate (males),2010,Mainly urban centres with moderate population density,82.7,(78.2-87.2),1318.0,1928305.0,,
Incidence of lung cancer,Age-standardized rate (males),2011,Mainly urban centres with moderate population density,82.4,(77.9-86.8),1348.0,1949578.0,,
Incidence of lung cancer,Age-standardized rate (males),2012,Mainly urban centres with moderate population density,82.2,(77.9-86.6),1397.0,1974909.0,,
Incidence of lung cancer,Age-standardized rate (males),2013,Mainly urban centres with moderate population density,74.9,(70.9-79.0),1338.0,1997278.0,,
Incidence of lung cancer,Age-standardized rate (males),2014,Mainly urban centres with moderate population density,77.0,(73.0-81.1),1392.0,2018342.0,,
Incidence of lung cancer,Age-standardized rate (males),2010,Sparsely populated urban-rural mix,102.5,(97.0-108.1),1331.0,1192619.0,,
Incidence of lung cancer,Age-standardized rate (males),2011,Sparsely populated urban-rural mix,96.1,(90.8-101.4),1276.0,1193798.0,,
Incidence of lung cancer,Age-standardized rate (males),2012,Sparsely populated urban-rural mix,98.2,(92.9-103.5),1346.0,1196443.0,,
Incidence of lung cancer,Age-standardized rate (males),2013,Sparsely populated urban-rural mix,93.6,(88.4-98.7),1312.0,1197977.0,,
Incidence of lung cancer,Age-standardized rate (males),2014,Sparsely populated urban-rural mix,89.0,(84.1-93.9),1297.0,1198688.0,,
Incidence of lung cancer,Age-standardized rate (males),2010,Mainly rural,84.5,(78.4-90.7),741.0,868486.0,,
Incidence of lung cancer,Age-standardized rate (males),2011,Mainly rural,85.2,(79.1-91.3),770.0,872282.0,,
Incidence of lung cancer,Age-standardized rate (males),2012,Mainly rural,89.2,(83.1-95.3),830.0,878678.0,,
Incidence of lung cancer,Age-standardized rate (males),2013,Mainly rural,90.0,(83.9-96.0),870.0,884279.0,,
Incidence of lung cancer,Age-standardized rate (males),2014,Mainly rural,83.3,(77.6-89.0),831.0,890319.0,,
Incidence of lung cancer,Age-standardized rate (males),2010,Largest population centres with high population density,70.2,(66.4-74.0),1357.0,2463373.0,,
Incidence of lung cancer,Age-standardized rate (males),2011,Largest population centres with high population density,65.3,(61.7-68.9),1298.0,2497922.0,,
Incidence of lung cancer,Age-standardized rate (males),2012,Largest population centres with high population density,69.2,(65.6-72.8),1430.0,2541364.0,,
Incidence of lung cancer,Age-standardized rate (males),2013,Largest population centres with high population density,60.0,(56.7-63.3),1295.0,2580559.0,,
Incidence of lung cancer,Age-standardized rate (males),2014,Largest population centres with high population density,60.5,(57.2-63.7),1361.0,2615734.0,,
Incidence of lung cancer,Age-standardized rate (males),2010,Ontario excluding Toronto,86.2,(83.5-89.0),3961.0,5156775.0,,
Incidence of lung cancer,Age-standardized rate (males),2011,Ontario excluding Toronto,83.0,(80.4-85.7),3925.0,5204185.0,,
Incidence of lung cancer,Age-standardized rate (males),2012,Ontario excluding Toronto,85.4,(82.8-88.0),4189.0,5261433.0,,
Incidence of lung cancer,Age-standardized rate (males),2013,Ontario excluding Toronto,80.1,(77.6-82.6),4095.0,5312153.0,,
Incidence of lung cancer,Age-standardized rate (males),2014,Ontario excluding Toronto,77.6,(75.2-80.0),4084.0,5360379.0,,
Incidence of lung cancer,Age-standardized rate (females),2010,Algoma Public Health,72.9,(54.3-91.5),60.0,60565.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Algoma Public Health,86.3,(66.5-106.1),74.0,60334.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2012,Algoma Public Health,88.8,(68.4-109.2),75.0,60022.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2013,Algoma Public Health,77.5,(58.8-96.1),68.0,59765.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,Algoma Public Health,73.2,(55.4-91.0),66.0,59407.0,No,
Incidence of lung cancer,Age-standardized rate (females),2010,Brant County Health Unit,74.1,(54.7-93.4),57.0,71433.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Brant County Health Unit,74.0,(54.8-93.1),58.0,72012.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,Brant County Health Unit,71.8,(53.2-90.4),58.0,72402.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,Brant County Health Unit,65.3,(47.8-82.8),54.0,73067.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,Brant County Health Unit,71.9,(53.8-90.0),61.0,73622.0,No,
Incidence of lung cancer,Age-standardized rate (females),2010,Durham Region Health Department,74.2,(64.1-84.3),209.0,314722.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2011,Durham Region Health Department,75.0,(65.1-84.9),222.0,319004.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2012,Durham Region Health Department,80.1,(70.1-90.2),245.0,323723.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2013,Durham Region Health Department,66.5,(57.5-75.4),213.0,328262.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,Durham Region Health Department,72.9,(63.7-82.1),242.0,332281.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2010,Grey Bruce Health Unit,60.1,(45.3-74.9),65.0,81969.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Grey Bruce Health Unit,62.6,(47.9-77.2),71.0,81916.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,Grey Bruce Health Unit,74.1,(58.2-90.0),86.0,82009.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,Grey Bruce Health Unit,60.7,(46.7-74.7),74.0,82305.0,No,
Incidence of lung cancer,Age-standardized rate (females),2014,Grey Bruce Health Unit,71.5,(55.8-87.1),84.0,82299.0,No,
Incidence of lung cancer,Age-standardized rate (females),2010,Haldimand-Norfolk Health Unit,75.4,(54.4-96.4),50.0,55314.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Haldimand-Norfolk Health Unit,74.7,(54.3-95.1),52.0,55254.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,Haldimand-Norfolk Health Unit,84.1,(62.7-105.4),60.0,55088.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,Haldimand-Norfolk Health Unit,95.4,(72.5-118.3),68.0,55051.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2014,Haldimand-Norfolk Health Unit,81.1,(60.2-102.1),59.0,55169.0,No,
Incidence of lung cancer,Age-standardized rate (females),2010,"Haliburton, Kawartha, Pine Ridge District Health Unit",80.0,(64.5-95.4),105.0,88855.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2011,"Haliburton, Kawartha, Pine Ridge District Health Unit",97.8,(80.6-114.9),128.0,89038.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2012,"Haliburton, Kawartha, Pine Ridge District Health Unit",88.2,(72.4-104.0),123.0,89629.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2013,"Haliburton, Kawartha, Pine Ridge District Health Unit",85.2,(69.7-100.8),119.0,90032.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2014,"Haliburton, Kawartha, Pine Ridge District Health Unit",80.8,(65.9-95.6),118.0,90388.0,Higher,
Incidence of lung cancer,Age-standardized rate (females),2010,Halton Region Public Health,59.2,(49.6-68.8),148.0,258399.0,No,
Incidence of lung cancer,Age-standardized rate (females),2011,Halton Region Public Health,54.1,(45.1-63.2),138.0,263939.0,No,
Incidence of lung cancer,Age-standardized rate (females),2012,Halton Region Public Health,57.3,(48.3-66.4),154.0,269791.0,No,
Incidence of lung cancer,Age-standardized rate (females),2013,Halton Region Public Health,51.8,(43.4-60.3),146.0,275737.0,Lower,
Incidence of lung cancer,Age-standardized rate (females),2014,Halton Region Public Health,52.4,(44.0-60.8),151.0,280801.0,Lower,
Incidence of lung cancer,Age-standardized rate (females),2010,City of Hamilton Public Health Services,66.2,(56.9-75.6),196.0,270284.0,No,
